Name,Price
Silk twill pajamas,"£ 2,300"
Technical voile pajamas,"£ 2,200"
Embroidered twill pajamas,"£ 5,000"
Jacquard crêpe de Chine pajamas,"£ 1,980"
Terry cloth robe,"£ 1,100"
Short terry cloth robe,"£ 1,050"
Lurex socks,£ 200
Lurex socks,£ 200
Cotton socks,£ 160
Cotton socks,£ 160
Wool and cashmere socks,£ 340
Cotton socks,£ 160
Cotton socks,£ 160
Lurex tights,£ 640
Lurex tights,£ 640
Silk leggings,£ 480
